Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.064772733,1.50%,8.50%,13,-13.30%,-7.10%,1,0.00%,-80.00%,5,-4.5,-21,$458K,-9.80%,18.90%,11,-21.40%,-8.30%,9/30/2015,All Residential,"Portland, OR - Kerns"
0.999303534,3.10%,0.70%,16,45.50%,-11.10%,24,4.30%,200.00%,40,-4,-5,$395K,14.50%,-1.20%,24,9.10%,50.00%,4/30/2014,All Residential,"Portland, OR - Arnold Creek"
0.971586887,-1.40%,-2.50%,20,-16.70%,-16.70%,41,20.60%,46.40%,90.5,-17.5,-124.5,$333K,9.00%,66.30%,26,18.20%,100.00%,2/28/2013,All Residential,"Portland, OR - Downtown Portland"
1.000938476,0.50%,1.60%,55,22.20%,17.00%,28,33.30%,-24.30%,10,4,-10,$343K,2.90%,7.10%,64,12.30%,23.10%,8/31/2012,All Residential,"Portland, OR - Richmond"
0.992920857,0.00%,1.00%,142,-13.90%,34.00%,115,9.50%,0.90%,30,-5.5,-41,$269K,-7.30%,4.50%,153,21.40%,56.10%,2/28/2013,All Residential,"Portland, OR - Central Northeast Portland"
0.993037924,-0.50%,-2.20%,23,27.80%,-17.90%,9,28.60%,-10.00%,21,13,11,$480K,9.10%,10.80%,24,20.00%,-40.00%,4/30/2014,All Residential,"Portland, OR - Beaumont-Wilshire"
1.033844464,0.80%,2.40%,13,-18.80%,-56.70%,7,16.70%,0.00%,8,-3,-17,$550K,1.90%,15.30%,14,-6.70%,-36.40%,10/31/2015,All Residential,"Portland, OR - Buckman"
0.993810365,-0.50%,7.80%,9,-18.20%,80.00%,3,0.00%,-70.00%,28,1,-69,$425K,21.40%,16.40%,3,-50.00%,-50.00%,12/31/2013,All Residential,"Portland, OR - South Burlingame"
1.013749225,-1.90%,0.30%,13,0.00%,0.00%,9,28.60%,200.00%,5,0,-14,$291K,-4.60%,11.10%,18,28.60%,28.60%,3/31/2017,All Residential,"Portland, OR - Russell"
0.999806444,-1.00%,2.00%,6,-14.30%,0.00%,2,-60.00%,-80.00%,26.5,-5.5,1.5,$194K,-0.60%,30.00%,2,-71.40%,-77.80%,11/30/2014,All Residential,"Portland, OR - Sumner"
0.988670313,0.60%,-0.90%,40,0.00%,-4.80%,24,33.30%,0.00%,12.5,-5.5,0.5,$348K,0.90%,4.30%,52,30.00%,-1.90%,5/31/2015,All Residential,"Portland, OR - Ashcreek"
0.996864816,-1.00%,0.10%,34,-12.80%,13.30%,20,-4.80%,5.30%,20.5,-2,-19.5,$277K,6.50%,26.10%,35,9.40%,84.20%,2/28/2013,All Residential,"Portland, OR - Woodstock"
0.98566213,-0.90%,-1.30%,19,-9.50%,-13.60%,15,15.40%,15.40%,11,-8,-15,$575K,7.50%,22.50%,31,10.70%,6.90%,6/30/2016,All Residential,"Portland, OR - Arnold Creek"
1.046316691,-5.90%,-3.60%,21,75.00%,-40.00%,6,-40.00%,-33.30%,7,0.5,1.5,$350K,8.20%,11.80%,31,34.80%,-22.50%,5/31/2017,All Residential,"Portland, OR - Madison South"
0.980954156,-1.90%,-6.10%,13,85.70%,116.70%,6,50.00%,50.00%,36,-19,20.5,$690K,10.40%,14.50%,13,116.70%,0.00%,3/31/2018,All Residential,"Portland, OR - Grant Park"
1.010670421,-1.10%,-1.50%,28,-22.20%,-17.60%,25,-26.50%,47.10%,9,3,2,$475K,2.70%,2.50%,55,-3.50%,66.70%,9/30/2017,All Residential,"Portland, OR - Overlook"
0.989153635,0.30%,-1.70%,11,-50.00%,-64.50%,16,0.00%,-15.80%,15,-4.5,-1,$668K,10.40%,15.00%,15,-6.30%,-40.00%,10/31/2017,All Residential,"Portland, OR - Bridlemile"
0.986229854,-0.70%,1.00%,26,-13.30%,52.90%,13,8.30%,-7.10%,27.5,16.5,-2.5,$324K,-2.90%,-6.20%,19,-9.50%,5.60%,10/31/2012,All Residential,"Portland, OR - Sunnyside"
0.993296464,2.10%,2.00%,8,-33.30%,-42.90%,14,7.70%,16.70%,39,-25,-37,$268K,6.80%,14.50%,17,112.50%,70.00%,1/31/2013,All Residential,"Portland, OR - West Portland Park"
1.012080323,-1.10%,3.20%,28,21.70%,47.40%,17,41.70%,6.30%,16,-11,-29.5,$224K,0.30%,-8.50%,35,94.40%,150.00%,5/31/2012,All Residential,"Portland, OR - South Tabor"
1.030997021,0.20%,4.30%,49,28.90%,6.50%,20,25.00%,5.30%,6.5,0,-13.5,$465K,4.60%,28.30%,75,15.40%,25.00%,6/30/2016,All Residential,"Portland, OR - Ashcreek"
1.030389728,-6.10%,-7.70%,7,0.00%,-36.40%,7,40.00%,16.70%,15,9,10.5,$300K,0.00%,11.10%,15,50.00%,7.10%,7/31/2017,All Residential,"Portland, OR - Sumner"
1.047944134,4.70%,4.50%,10,0.00%,25.00%,1,-75.00%,-85.70%,7.5,0,-2.5,$425K,47.10%,39.70%,10,-16.70%,-28.60%,5/31/2015,All Residential,"Portland, OR - Kerns"
1.012840361,1.20%,3.70%,19,-20.80%,0.00%,15,7.10%,-40.00%,52,12,-86,$260K,5.40%,4.00%,19,46.20%,5.60%,3/31/2012,All Residential,"Portland, OR - Arbor Lodge"
0.986854839,-0.60%,1.30%,21,-19.20%,-8.70%,12,20.00%,20.00%,14.5,6.5,-65.5,$388K,0.30%,23.20%,17,-19.00%,54.50%,1/31/2015,All Residential,"Portland, OR - Hayhurst"
0.998458281,-1.20%,-2.10%,18,38.50%,0.00%,12,33.30%,50.00%,8,3,-6,$368K,-4.40%,15.90%,24,0.00%,41.20%,8/31/2013,All Residential,"Portland, OR - Humboldt"
1.005172027,0.30%,2.50%,292,2.50%,15.40%,180,-3.20%,-13.50%,14,0,-31,$336K,-1.00%,12.20%,304,-1.90%,30.50%,8/31/2012,All Residential,"Portland, OR - Northeast Portland"
0.975724952,-0.20%,-0.20%,46,4.50%,0.00%,45,-15.10%,-13.50%,58,12,26,$203K,9.90%,31.10%,45,-11.80%,7.10%,1/31/2013,All Residential,"Portland, OR - Montavilla"
0.997584628,0.50%,-0.40%,17,-10.50%,-10.50%,5,-16.70%,-50.00%,27,13,2.5,$379K,1.10%,11.50%,13,-7.10%,-13.30%,12/31/2017,All Residential,"Portland, OR - Argay"
0.98821139,0.20%,-3.10%,75,-12.80%,-22.70%,33,-15.40%,-10.80%,16,-4,-15,$295K,1.70%,15.70%,65,-5.80%,41.30%,1/31/2018,All Residential,"Portland, OR - Lents"
0.979037112,-1.40%,1.20%,13,8.30%,-7.10%,8,14.30%,-33.30%,100,0,60,$305K,-13.30%,11.60%,14,75.00%,-12.50%,5/31/2014,All Residential,"Portland, OR - West Portland Park"
1.012303933,-1.10%,0.00%,49,19.50%,-7.50%,17,54.50%,-19.00%,11,-2.5,2,$275K,0.00%,17.00%,54,22.70%,-3.60%,6/30/2014,All Residential,"Portland, OR - Kenton"
1.005822286,-0.90%,-2.40%,43,13.20%,30.30%,24,33.30%,33.30%,9,-2,2,$570K,-2.20%,11.70%,53,-1.90%,39.50%,8/31/2017,All Residential,"Portland, OR - Mount Tabor"
1.034286787,-1.90%,3.10%,36,2.90%,28.60%,11,-8.30%,22.20%,8,2,-14,$480K,2.10%,-1.70%,29,-14.70%,0.00%,9/30/2015,All Residential,"Portland, OR - Beaumont-Wilshire"
1.01096626,0.40%,1.70%,62,1.60%,19.20%,23,9.50%,9.50%,8,-1,-12,$300K,2.00%,15.20%,61,-6.20%,15.10%,6/30/2016,All Residential,"Portland, OR - Wilkes"
0.989173667,1.40%,1.00%,18,20.00%,12.50%,5,-16.70%,-64.30%,11.5,0,-4.5,$248K,1.60%,3.30%,19,18.80%,0.00%,6/30/2015,All Residential,"Portland, OR - Russell"
1.014357969,-0.60%,1.60%,45,12.50%,0.00%,14,-22.20%,-30.00%,11.5,4.5,-15.5,$350K,-4.90%,5.10%,44,-6.40%,18.90%,9/30/2015,All Residential,"Portland, OR - Multnomah Village"
0.993064484,0.30%,0.10%,32,-8.60%,10.30%,11,10.00%,22.20%,7,-2.5,-8.5,$525K,-0.10%,6.00%,30,-3.20%,-3.20%,7/31/2014,All Residential,"Portland, OR - Laurelhurst"
1.00255597,1.00%,-2.40%,18,38.50%,28.60%,5,-16.70%,66.70%,21,-13,15,$327K,0.80%,8.80%,17,70.00%,-22.70%,4/30/2018,All Residential,"Portland, OR - Parkrose"
0.946394317,-1.90%,-1.80%,15,15.40%,50.00%,12,-14.30%,-45.50%,73,20,0,$355K,0.40%,3.60%,13,18.20%,30.00%,3/31/2012,All Residential,"Portland, OR - Bridlemile"
0.980644575,-0.40%,0.60%,28,-6.70%,-15.20%,21,23.50%,-41.70%,40,10,-25,$380K,11.10%,10.10%,24,33.30%,50.00%,1/31/2012,All Residential,"Portland, OR - Mount Tabor"
0.995646351,0.00%,1.50%,103,-3.70%,12.00%,61,-9.00%,-15.30%,17,0.5,0,$500K,-2.90%,-7.80%,109,1.90%,18.50%,10/31/2015,All Residential,"Portland, OR - Northwest District"
1.022062583,-1.40%,1.10%,23,4.50%,-34.30%,5,-37.50%,-50.00%,11,1,-10,$345K,-5.80%,9.50%,21,5.00%,-30.00%,11/30/2015,All Residential,"Portland, OR - Woodlawn"
1.012785091,0.80%,1.90%,28,-3.40%,21.70%,12,71.40%,-25.00%,16,-3,-22.5,$265K,1.80%,-1.90%,23,-4.20%,35.30%,9/30/2014,All Residential,"Portland, OR - Cathedral Park"
0.970300186,-0.50%,2.10%,217,-7.30%,19.20%,265,-8.00%,-40.40%,112,3,4.5,$285K,3.40%,0.40%,175,11.50%,-10.70%,2/29/2012,All Residential,"Portland, OR - Lair Hill"
0.975523671,1.50%,2.90%,16,14.30%,100.00%,8,14.30%,-57.90%,74,-70.5,-72,$282K,6.60%,19.30%,16,23.10%,60.00%,5/31/2012,All Residential,"Portland, OR - Markham"
1.016088568,0.60%,2.20%,166,13.70%,9.90%,92,39.40%,1.10%,7,0,-9,$382K,-1.00%,3.60%,222,20.00%,29.10%,6/30/2013,All Residential,"Portland, OR - Hawthorne District"
0.959694362,-0.30%,2.60%,16,-11.10%,-11.10%,10,-9.10%,-47.40%,56,23,-67,$320K,2.40%,7.90%,9,-10.00%,12.50%,2/29/2012,All Residential,"Portland, OR - Sunnyside"
1.003127141,-0.70%,-0.20%,29,-19.40%,-35.60%,13,8.30%,0.00%,18,-7,5,$265K,2.70%,12.00%,32,-3.00%,10.30%,10/31/2016,All Residential,"Portland, OR - Mill Park"
1.076413189,0.10%,5.50%,72,5.90%,60.00%,15,-16.70%,-53.10%,5,0,-2,$413K,3.10%,10.00%,64,-17.90%,1.60%,8/31/2015,All Residential,"Portland, OR - Concordia"
1.004524027,-0.20%,0.70%,307,2.70%,4.40%,152,-7.30%,-19.10%,14.5,3.5,-9.5,$280K,1.20%,11.60%,305,-9.00%,5.90%,10/31/2014,All Residential,"Portland, OR - North Portland"
1.055088859,1.40%,4.10%,27,22.70%,-10.00%,7,40.00%,40.00%,7,-1,1.5,$470K,-2.30%,40.60%,34,21.40%,17.20%,4/30/2016,All Residential,"Portland, OR - Overlook"
1.013693239,1.10%,-2.30%,8,-33.30%,-42.90%,10,11.10%,42.90%,20,5,10,$444K,-8.10%,8.80%,15,15.40%,66.70%,8/31/2016,All Residential,"Portland, OR - Far Southwest"
1.005275747,-0.80%,3.20%,21,-22.20%,-30.00%,17,-19.00%,-37.00%,47,0.5,8,$250K,8.50%,6.70%,25,0.00%,0.00%,11/30/2012,All Residential,"Portland, OR - Piedmont"
1.02369401,1.40%,-5.60%,30,7.10%,-14.30%,16,6.70%,300.00%,9,-4,3,$395K,4.60%,8.70%,46,17.90%,9.50%,4/30/2017,All Residential,"Portland, OR - Mount Scott-Arleta"
1.033352864,1.30%,8.50%,13,-27.80%,160.00%,6,20.00%,-14.30%,12,-12,-98,$338K,0.70%,18.40%,9,-30.80%,50.00%,11/30/2015,All Residential,"Portland, OR - Crestwood"
1.050404051,1.40%,3.50%,20,5.30%,5.30%,9,80.00%,50.00%,6,0,-1,$416K,-11.20%,-16.80%,31,34.80%,10.70%,4/30/2016,All Residential,"Portland, OR - Sunnyside"
1.053326338,-0.30%,3.40%,16,6.70%,60.00%,2,100.00%,-33.30%,7,0,2.5,$414K,3.50%,5.20%,11,-8.30%,-8.30%,9/30/2015,All Residential,"Portland, OR - Vernon"
1.008454254,0.50%,-1.90%,15,7.10%,-31.80%,24,9.10%,60.00%,14,5,-7,$188K,1.60%,7.50%,26,13.00%,-13.30%,6/30/2014,All Residential,"Portland, OR - Mill Park"
1.04069236,0.40%,2.20%,58,9.40%,1.80%,8,-20.00%,-65.20%,6,1,0,$363K,1.80%,21.90%,54,3.80%,-16.90%,7/31/2015,All Residential,"Portland, OR - Roseway"
1.012181994,0.70%,-0.40%,27,22.70%,-3.60%,16,6.70%,60.00%,7,-4.5,-10.5,$700K,0.70%,10.10%,33,17.90%,-5.70%,6/30/2016,All Residential,"Portland, OR - Eastmoreland"
1.002711889,-0.40%,0.00%,108,-0.90%,-6.90%,27,-27.00%,-27.00%,20,3,-1,$248K,-2.80%,11.90%,67,-28.70%,-5.60%,12/31/2016,All Residential,"Portland, OR - Centennial"
0.986146522,0.20%,1.20%,58,-6.50%,38.10%,59,15.70%,-6.30%,28,2,-53,$205K,2.50%,23.90%,69,-2.80%,32.70%,9/30/2012,All Residential,"Portland, OR - Montavilla"
1.031192017,-0.80%,-3.00%,36,24.10%,-34.50%,13,18.20%,-18.80%,7,0,2,$403K,-1.80%,8.50%,49,11.40%,-24.60%,6/30/2016,All Residential,"Portland, OR - Piedmont"
0.988616916,0.00%,-0.30%,29,3.60%,61.10%,15,-31.80%,7.10%,29,3,-23,$345K,-1.90%,27.70%,17,-39.30%,54.50%,11/30/2013,All Residential,"Portland, OR - Hayhurst"
1.007292995,0.30%,0.80%,268,14.00%,44.10%,133,-8.90%,-1.50%,12.5,-1,-10.5,$294K,0.50%,8.60%,282,-0.70%,19.50%,6/30/2013,All Residential,"Portland, OR - Central Northeast Portland"
0.991678948,0.50%,2.20%,94,10.60%,62.10%,60,-3.20%,-25.90%,35,-13,-23,$374K,-4.00%,22.00%,99,7.60%,35.60%,6/30/2013,All Residential,"Portland, OR - Corbett"
0.982777928,-0.70%,2.10%,7,0.00%,75.00%,6,20.00%,0.00%,24,0,-15.5,$399K,22.40%,40.70%,11,57.10%,83.30%,1/31/2013,All Residential,"Portland, OR - Vernon"
1.015330113,0.60%,2.30%,39,11.40%,11.40%,14,-12.50%,-30.00%,13,-2,-37.5,$309K,15.30%,18.40%,35,-18.60%,12.90%,7/31/2013,All Residential,"Portland, OR - Piedmont"
1.033069419,0.60%,2.30%,85,9.00%,51.80%,19,0.00%,-40.60%,8,-2,-4.5,$240K,6.70%,14.00%,77,-3.80%,20.30%,6/30/2015,All Residential,"Portland, OR - Brentwood-Darlington"
1.037162903,-1.50%,-0.20%,29,11.50%,0.00%,10,-28.60%,-9.10%,6.5,-2.5,-0.5,$450K,4.20%,9.80%,39,14.70%,-11.40%,5/31/2017,All Residential,"Portland, OR - Piedmont"
0.992935567,-1.10%,-2.90%,41,13.90%,-8.90%,17,30.80%,-58.50%,39.5,5.5,18.5,$326K,9.80%,15.00%,30,-11.80%,-26.80%,10/31/2013,All Residential,"Portland, OR - Overlook"
1.01936792,0.40%,1.00%,27,42.10%,-12.90%,6,0.00%,-53.80%,5,-2,-0.5,$475K,-5.00%,24.30%,28,0.00%,-12.50%,5/31/2015,All Residential,"Portland, OR - Sunnyside"
0.99017128,-0.50%,0.00%,22,-12.00%,10.00%,18,5.90%,63.60%,22.5,4.5,-5.5,$774K,-3.80%,18.80%,21,-22.20%,40.00%,10/31/2017,All Residential,"Portland, OR - Laurelhurst"
1.008181765,-0.40%,-3.30%,32,6.70%,3.20%,11,-8.30%,-15.40%,9,2,3,$470K,0.00%,1.80%,29,-14.70%,-3.30%,8/31/2017,All Residential,"Portland, OR - University Park"
0.980627449,-0.60%,0.60%,18,28.60%,100.00%,9,-30.80%,-62.50%,32.5,9.5,-31.5,$580K,2.70%,17.10%,11,-26.70%,-15.40%,1/31/2014,All Residential,"Portland, OR - Eastmoreland"
0.991991124,-0.30%,-1.20%,21,-16.00%,23.50%,13,-7.10%,225.00%,7,0,-3,$692K,0.00%,22.30%,16,-20.00%,33.30%,11/30/2017,All Residential,"Portland, OR - Sabin"
0.995545436,-0.60%,-1.00%,1080,0.00%,0.80%,2068,-6.50%,5.80%,20,6,1,$415K,-1.20%,3.00%,1028,-14.00%,0.00%,10/31/2017,All Residential,"Portland, OR"
1.016709268,0.90%,4.90%,23,4.50%,35.30%,17,0.00%,70.00%,14,6,-10,$208K,-2.10%,12.40%,24,4.30%,100.00%,10/31/2014,All Residential,"Portland, OR - Parkrose Heights"
1.020230227,1.50%,1.70%,31,19.20%,3.30%,15,50.00%,-42.30%,13,0,-45,$240K,-1.80%,7.90%,32,39.10%,-8.60%,3/31/2016,All Residential,"Portland, OR - Southgate"
0.998374259,-0.70%,1.20%,86,8.90%,48.30%,55,-14.10%,-6.80%,9.5,-3.5,-18.5,$213K,0.00%,4.20%,91,-12.50%,31.90%,9/30/2013,All Residential,"Portland, OR - Montavilla"
1.017534802,0.50%,1.00%,29,0.00%,45.00%,6,-14.30%,-40.00%,6,0,-1.5,$460K,-1.90%,5.00%,23,-25.80%,-4.20%,7/31/2014,All Residential,"Portland, OR - Sabin"
0.994744244,-1.30%,-1.40%,21,-34.40%,5.00%,9,-18.20%,-35.70%,12,3,-5.5,$495K,5.20%,7.40%,20,-31.00%,-16.70%,9/30/2017,All Residential,"Portland, OR - University Park"
0.992942429,1.00%,2.80%,116,9.40%,5.50%,106,-7.00%,-45.10%,61.5,-9.5,-29.5,$262K,1.70%,19.40%,141,43.90%,-1.40%,3/31/2012,All Residential,"Portland, OR - Central Northeast Portland"
0.971713765,1.20%,2.50%,10,-37.50%,-23.10%,9,-10.00%,-35.70%,26,-30,-98,$327K,2.20%,33.00%,17,88.90%,142.90%,3/31/2012,All Residential,"Portland, OR - Sunnyside"
0.978266546,-0.60%,1.90%,592,9.60%,17.50%,2448,-2.90%,-35.90%,94,17,-21,$230K,-3.20%,-0.90%,715,8.80%,0.40%,2/29/2012,All Residential,"Portland, OR"
1.003877464,0.00%,-3.10%,17,-29.20%,21.40%,4,-42.90%,100.00%,10,-0.5,3,$566K,-3.60%,-5.00%,12,-40.00%,-20.00%,11/30/2016,All Residential,"Portland, OR - Sabin"
1.038288694,-1.40%,3.50%,48,14.30%,41.20%,10,-44.40%,-44.40%,8,0.5,-3.5,$395K,0.00%,21.60%,39,-9.30%,-4.90%,9/30/2015,All Residential,"Portland, OR - Creston-Kenilworth"
1.008653551,-1.00%,-1.40%,203,-6.00%,-1.90%,85,-13.30%,49.10%,13.5,3.5,5.5,$395K,-2.10%,12.20%,187,-18.00%,-2.60%,11/30/2016,All Residential,"Portland, OR - Central Northeast Portland"
1.013491314,-1.40%,-1.90%,84,3.70%,-17.60%,45,25.00%,-11.80%,6.5,0.5,-4.5,$330K,3.10%,17.80%,100,-2.90%,-2.00%,8/31/2017,All Residential,"Portland, OR - Brentwood-Darlington"
1.000866433,3.70%,4.10%,11,-8.30%,-54.20%,22,0.00%,-37.10%,51,4,-8.5,$220K,19.70%,32.90%,15,-11.80%,-34.80%,1/31/2014,All Residential,"Portland, OR - Southgate"
1.003675109,0.40%,-0.20%,35,16.70%,-35.20%,18,38.50%,-28.00%,28.5,-5,-3.5,$251K,1.50%,10.60%,37,19.40%,-37.30%,4/30/2014,All Residential,"Portland, OR - Kenton"
0.999893762,-0.40%,0.30%,563,0.50%,8.10%,297,-9.20%,-7.20%,17,3,0,$312K,-1.00%,13.00%,562,-7.30%,10.60%,10/31/2014,All Residential,"Portland, OR - Southeast Uplift"
0.974964049,0.50%,1.90%,321,-6.10%,17.20%,506,-5.60%,-35.50%,97.5,0.5,-3.5,$145K,1.80%,-3.10%,402,14.90%,3.30%,3/31/2012,All Residential,"Portland, OR - East Portland"
0.985461482,3.60%,1.10%,4,-33.30%,-60.00%,4,0.00%,0.00%,129.5,106.5,45.5,$184K,-12.80%,-8.30%,1,-66.70%,-80.00%,11/30/2014,All Residential,"Portland, OR - East Columbia"
1.007817876,1.40%,0.00%,18,63.60%,0.00%,14,7.70%,-22.20%,9,-24,-24,$463K,-0.40%,0.10%,29,45.00%,-38.30%,4/30/2018,All Residential,"Portland, OR - Overlook"
1.035069982,-0.70%,4.00%,36,5.90%,5.90%,9,0.00%,-30.80%,6,0,-17,$427K,-1.20%,10.30%,34,-17.10%,6.30%,10/31/2015,All Residential,"Portland, OR - Overlook"
0.98886907,0.40%,-3.50%,4,100.00%,-20.00%,4,-71.40%,-33.30%,146,0,70,$298K,-23.20%,113.00%,8,-38.50%,100.00%,10/31/2013,All Residential,"Portland, OR - East Columbia"
0.991077886,-0.40%,0.60%,19,-17.40%,90.00%,8,-33.30%,-38.50%,15,1,-18,$239K,13.80%,-6.50%,20,-20.00%,53.80%,11/30/2014,All Residential,"Portland, OR - Cathedral Park"
1.006148336,1.40%,1.50%,29,7.40%,-3.30%,30,7.10%,50.00%,18,-19,-4,$562K,-2.30%,7.40%,38,15.20%,52.00%,2/28/2018,All Residential,"Portland, OR - Westmoreland"
1.014746848,0.40%,-0.20%,47,-13.00%,-24.20%,26,30.00%,4.00%,5,0,-4,$391K,-1.70%,14.50%,52,-8.80%,-25.70%,7/31/2014,All Residential,"Portland, OR - Concordia"
0.996570267,0.50%,2.80%,29,16.00%,26.10%,14,-36.40%,-50.00%,80.5,3.5,42.5,$311K,-4.30%,-10.90%,13,-27.80%,-7.10%,1/31/2012,All Residential,"Portland, OR - Rose City Park"
1.021850292,-0.90%,-5.00%,40,11.10%,-27.30%,15,15.40%,66.70%,7,0,2,$390K,-3.20%,3.90%,52,6.10%,-16.10%,7/31/2016,All Residential,"Portland, OR - Piedmont"
1.0543952,0.40%,2.20%,581,22.60%,-0.20%,192,15.00%,20.00%,7,0,0,$399K,6.20%,17.30%,690,8.50%,7.60%,5/31/2016,All Residential,"Portland, OR - Southeast Uplift"
1.038467913,-1.00%,4.60%,78,-8.20%,27.90%,32,-8.60%,-23.80%,6,0,-25,$241K,-3.60%,22.60%,84,5.00%,33.30%,10/31/2015,All Residential,"Portland, OR - Brentwood-Darlington"
0.987807391,-1.70%,0.30%,25,-21.90%,-3.80%,15,7.10%,-6.30%,51,31,-10,$475K,-2.90%,31.00%,19,18.80%,-24.00%,2/29/2016,All Residential,"Portland, OR - Hillsdale"
0.985571159,0.00%,0.00%,90,23.30%,38.50%,21,-32.30%,-56.30%,15,-10,-25.5,$403K,0.80%,8.90%,59,-10.60%,-19.20%,5/31/2015,All Residential,"Portland, OR - Corbett"
0.956859831,-1.10%,-5.20%,13,-23.50%,-23.50%,11,10.00%,-21.40%,63,39,14.5,$185K,0.00%,8.20%,12,0.00%,-7.70%,11/30/2013,All Residential,"Portland, OR - Parkrose Heights"
1.005154362,0.30%,2.10%,20,-4.80%,33.30%,9,0.00%,-10.00%,11,-16,-8,$463K,8.80%,-14.70%,18,0.00%,38.50%,2/28/2015,All Residential,"Portland, OR - Hosford-Abernethy"
0.988338668,-0.40%,1.80%,30,20.00%,50.00%,22,-8.30%,-15.40%,49,31,-62,$548K,8.60%,20.40%,25,-24.20%,19.00%,8/31/2012,All Residential,"Portland, OR - Irvington"
0.97863892,0.00%,-1.80%,13,8.30%,62.50%,10,150.00%,66.70%,23,14.5,4,$353K,9.50%,-21.10%,12,-7.70%,9.10%,6/30/2014,All Residential,"Portland, OR - South Burlingame"
0.989021516,-0.30%,1.50%,447,17.90%,10.60%,369,5.70%,-21.20%,35.5,-12.5,-42.5,$184K,7.30%,26.60%,562,22.20%,28.60%,5/31/2013,All Residential,"Portland, OR - East Portland"
0.994993178,-2.10%,0.20%,34,3.00%,-17.10%,13,8.30%,-23.50%,23,16,-16.5,$387K,3.10%,18.80%,32,-8.60%,6.70%,10/31/2014,All Residential,"Portland, OR - Overlook"
1.028470158,2.30%,3.20%,40,53.80%,-20.00%,17,-19.00%,-29.20%,8,-6,-1.5,$453K,-11.30%,-12.10%,48,9.10%,-7.70%,5/31/2016,All Residential,"Portland, OR - Hillsdale"
0.98895196,0.40%,1.40%,350,-9.30%,9.00%,343,6.90%,-32.20%,56,-9,-41.5,$169K,5.90%,16.80%,385,33.70%,-4.20%,3/31/2013,All Residential,"Portland, OR - East Portland"
0.93862576,1.80%,-9.40%,17,6.30%,112.50%,18,-5.30%,-37.90%,104.5,-1.5,-2.5,$137K,21.40%,-41.70%,10,-16.70%,25.00%,1/31/2013,All Residential,"Portland, OR - Hayden Island"
0.98892504,0.00%,-0.60%,23,-17.90%,4.50%,6,-33.30%,-25.00%,36,22.5,4,$595K,-5.60%,0.00%,18,-5.30%,100.00%,1/31/2015,All Residential,"Portland, OR - Irvington"
1.016650185,1.60%,-2.50%,9,-25.00%,-10.00%,6,-14.30%,-45.50%,87,23,68.5,$300K,-1.60%,6.40%,7,40.00%,-22.20%,12/31/2012,All Residential,"Portland, OR - Maplewood"
1.001397476,0.00%,0.50%,287,-10.90%,9.50%,112,-21.10%,-23.80%,19,3,-5,$366K,1.00%,5.80%,240,-14.60%,3.40%,11/30/2013,All Residential,"Portland, OR - Northeast Portland"
0.983036418,1.10%,0.70%,47,-4.10%,4.40%,65,14.00%,41.30%,14.5,2.5,-13.5,$515K,0.00%,-7.20%,64,4.90%,10.30%,6/30/2014,All Residential,"Portland, OR - Forest Park"
1.018225638,2.10%,2.50%,18,-14.30%,28.60%,8,-33.30%,100.00%,43,17,-6,$633K,-7.70%,-8.30%,10,-37.50%,150.00%,1/31/2018,All Residential,"Portland, OR - Eastmoreland"
0.977585492,-0.10%,1.30%,46,-6.10%,9.50%,52,-17.50%,-35.00%,32,-42,-45,$155K,-7.50%,-13.00%,42,-17.60%,31.30%,1/31/2012,All Residential,"Portland, OR - Montavilla"
1.001446104,-0.60%,-0.80%,27,28.60%,17.40%,16,23.10%,45.50%,32.5,3.5,3.5,$460K,-7.10%,4.00%,23,-4.20%,15.00%,12/31/2017,All Residential,"Portland, OR - University Park"
0.98036964,0.20%,1.80%,22,22.20%,15.80%,10,25.00%,-28.60%,51,-19,-30,$550K,-5.60%,20.40%,22,57.10%,10.00%,3/31/2012,All Residential,"Portland, OR - Alameda"
0.973230644,-1.10%,-4.60%,22,4.80%,10.00%,26,-10.30%,-29.70%,78,-15,-10,$130K,-8.00%,-1.50%,23,-8.00%,-11.50%,6/30/2012,All Residential,"Portland, OR - Mill Park"
1.015954011,2.40%,1.40%,18,80.00%,28.60%,11,10.00%,37.50%,7.5,-5.5,1.5,$773K,16.30%,19.30%,30,57.90%,42.90%,4/30/2018,All Residential,"Portland, OR - Alameda"
0.997985277,-1.70%,-0.90%,75,-15.70%,-31.20%,51,-3.80%,37.80%,13,5.5,-4,$280K,-1.80%,9.80%,82,-13.70%,-12.80%,11/30/2017,All Residential,"Portland, OR - Centennial"
0.997491309,2.30%,-1.70%,6,20.00%,-60.00%,8,100.00%,300.00%,27.5,-66.5,10.5,$584K,25.50%,11.20%,14,133.30%,16.70%,4/30/2017,All Residential,"Portland, OR - South Burlingame"
1.012567654,0.80%,2.10%,29,7.40%,93.30%,7,16.70%,-22.20%,6,-11.5,-2,$469K,0.00%,9.10%,31,19.20%,14.80%,6/30/2014,All Residential,"Portland, OR - Sabin"
